#,Token,Symbol,Address,Reputation,Labels,Symbol_lower,Rank,Asset,Symbol_y,Price,Marketcap,Category,Sector,Tags,similarity,type,Category_clean,duplicated
112,Decentralized USD,USDD,0x3d7975eccfc61a2102b08925cbba0a4d4dbb6555,,,usdd,181,USDD,USDD,$1.00,$358M,Cryptocurrency,Stablecoins,"['Decentralized Issuer', 'U.S. Dollar Stablecoin']",86,Cryptocurrency,Stablecoins,
113,ether.fi governance token,ETHFI,0xfe0c30065b384f05761f15d0cc899d4f9f9cc0eb,NEUTRAL,"['DeFi', 'Liquid staking', 'Protocol Guild Pledge']",ethfi,175,Ether.fi,ETHFI,$1.18,$387M,Mining and Validation,Liquid Staking,"['DeFi', 'Liquid Staking']",88,Protocol,Liquid Staking,
114,Morpho Token,MORPHO,0x58d97b57bb95320f9a05dc918aef65434969c2b2,,,morpho,171,Morpho,MORPHO,$1.47,$402M,Marketplaces,Lending,['DeFi'],100,Protocol,Marketplaces,
115,ETHx,ETHx,0xa35b1b31ce002fbf2058d22f30f95d405200a15b,NEUTRAL,['Liquid staking'],ethx,25,Stader ETHx,ethx,"$2,749.75",$384M,Synthetic Assets,Liquid Staking Tokens,['Ethereum Liquid Staking Asset'],100,Synthetic,Liquid Staking Tokens,
116,chiliZ,CHZ,0x3506424f91fd33084466f402d5d97f05f8e3b4af,NEUTRAL,"['Sports', 'Entertainment', 'Platform']",chz,168,Chiliz,CHZ,$0.04,$413M,Entertainment,Sports,"['NFTs', 'SEC Alleged Securities']",73,Protocol,Others,
117,Movement,MOVE,0x3073f7aaa4db83f95e9fff17424f71d4751a3073,,,move,152,Movement,MOVE,$0.18,$455M,Networks,Scaling Solutions,['Ethereum Layer-2'],100,Protocol,Networks,TRUE
118,Wormhole Token,W,0xb0ffa8000886e57f86dd5264b9582b2ad87b2b91,NEUTRAL,['Cross-Chain'],w,159,Wormhole,W,$0.09,$437M,Cross-Chain Interoperability,Generalized Bridge,,100,Protocol,Generalized Bridge,
119,Coinbase Wrapped Staked ETH,cbETH,0xbe9895146f7af43049ca1c1ae358b0541ea49704,NEUTRAL,['Liquid staking'],cbeth,189,Coinbase Wrapped Staked ETH,cbeth,"$2,729.50",$343M,Synthetic Assets,Liquid Staking Tokens,['Ethereum Liquid Staking Asset'],100,Synthetic,Liquid Staking Tokens,
120,Gnosis,GNO,0x6810e776880c02933d47db1b9fc05908e5386b96,OK,['Gnosis Chain'],gno,187,Gnosis,GNO,$131.56,$348M,Networks,Smart Contract Platform,"['DAO', 'Governance Token']",100,Protocol,Networks,
121,ether.fi BTC,eBTC,0x657e8c867d8b37dcc18fa4caead9c45eb088c642,,,ebtc,,,,,,,,,0,,,
122,Beam,BEAM,0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce,NEUTRAL,['Gaming'],beam,174,Beam,BEAM,$0.01,$394M,Metaverse and Gaming,Gaming,,100,Protocol,Metaverse and Gaming,
123,Amp,AMP,0xff20817765cb7f73d4bde2e66e067e58d11095c2,NEUTRAL,['Currency'],amp,176,Amp,AMP,$0.00,$386M,Synthetic Assets,Collateral Assets,"['DeFi', 'Governance Token']",100,Synthetic,Collateral Assets,
124,RLUSD,RLUSD,0x8292bb45bf1ee4d140127049757c2e0ff06317ed,,,rlusd,200,Ripple USD,RLUSD,$1.00,$310M,Cryptocurrency,Stablecoins,['U.S. Dollar Stablecoin'],75,Cryptocurrency,Stablecoins,
125,Livepeer Token,LPT,0x58b6a8a3302369daec383334672404ee733ab239,NEUTRAL,"['Livepeer', 'Video']",lpt,247,Livepeer,LPT,$5.29,$218M,Compute Networks,Streaming and Rendering,['DePIN'],100,Protocol,Others,
126,Matic Token,MATIC,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,OK,['Polygon'],matic,,,,,,Networks,Smart Contract Platform,,,Protocol,Networks,
127,Olympus,OHM,0x64aa3364f17a4d01c6f1751fd97c2bd3d7e7f1d5,,,ohm,197,Olympus DAO,OHM,$19.28,$316M,Cryptocurrency,Cryptocurrency,"['DeFi', 'Rebase Token']",100,Cryptocurrency,Cryptocurrency,
128,Plume,PLUME,0x4c1746a800d224393fe2470c70a35717ed4ea5f1,,,plume,179,Plume Network,PLUME,$0.16,$377M,Networks,Smart Contract Platform,,100,Protocol,Networks,
129,Frax,FRAX,0x853d955acef822db058eb8505911ed77f175b99e,NEUTRAL,"['DeFi', 'Stablecoin', 'Staking']",frax,198,FRAX (legacy),FRAX,$1.00,$315M,Cryptocurrency,Stablecoins,"['Curve Finance Ecosystem', 'DeFi']",40,Cryptocurrency,Stablecoins,
130,Axelar,AXL,0x467719ad09025fcc6cf6f8311755809d45a5e5f3,NEUTRAL,"['Axelar', 'Cross-Chain']",axl,194,Axelar,AXL,$0.35,$330M,Cross-Chain Interoperability,Generalized Bridge,"['Application Specific Chain', 'Cosmos SDK']",100,Protocol,Generalized Bridge,
131,MANTRA DAO,OM,0x3593d125a4f7849a1b059e64f4517a86dd60c95d,NEUTRAL,"['MANTRA', 'DAO']",om,173,MANTRA DAO,OM,$0.41,$396M,Marketplaces,Exchange,"['Cosmos SDK', 'Decentralized Exchange']",100,Protocol,Marketplaces,
132,Safe Token,SAFE,0x5afe3855358e112b5647b952709e6165e1c1eeee,OK,['Safe (formerly Gnosis Safe)'],safe,196,Safe,SAFE,$0.55,$317M,Wallet,Wallets,,100,Protocol,Others,
133,SuperVerse,SUPER,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,NEUTRAL,['DeFi'],super,184,SuperVerse,SUPER,$0.77,$353M,Marketplaces,Exchange,"['NFT Exchange', 'NFTs']",100,Protocol,Marketplaces,
134,1INCH Token,1INCH,0x111111111117dc0aa78b770fa6a738034120c302,NEUTRAL,"['1inch', 'DeFi', 'DEX']",1inch,201,1inch,1INCH,$0.22,$309M,Marketplaces,Aggregator,"['DAO', 'Decentralized Exchange']",33,Protocol,Marketplaces,
135,Gluwa Creditcoin Vesting Token,G-CRE,0xa3ee21c306a700e682abcdfe9baa6a08f3820419,,,g-cre,,,,,,,,,0,,,
136,Global Dollar,USDG,0xe343167631d89b6ffc58b88d6b7fb0228795491d,,,usdg,,,,,,,,,0,,,
137,Turbo,TURBO,0xa35923162c49cf95e6bf26623385eb431ad920d3,NEUTRAL,"['Art', 'MEME']",turbo,183,Turbo,TURBO,$0.01,$354M,Cryptocurrency,Cryptocurrency,['Meme'],100,Cryptocurrency,Cryptocurrency,
138,Mask Network,MASK,0x69af81e73a73b40adf4f3d4223cd9b1ece623074,NEUTRAL,"['Privacy', 'Social Media']",mask,295,Mask Network,MASK,$1.68,$167M,Consumer Infrastructure,"Identity, Reputation, and Credentialing","['Governance Token', 'Privacy']",100,Protocol,Others,
139,Kusama (IBC),KSM,0xb44d6c324a6c15127f1451465f1e1dbc39142a60,,,ksm,209,Kusama,KSM,$17.87,$295M,Networks,Layer-0,"['DAO', 'Governance Token']",100,Protocol,Networks,
140,Frax Share,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,NEUTRAL,"['DeFi', 'Stablecoin']",fxs,216,Frax Share,FXS,$3.05,$277M,Cryptocurrency,Cryptocurrency,"['Curve Finance Ecosystem', 'DeFi']",100,Cryptocurrency,Cryptocurrency,
141,Staked Frax Ether,sfrxETH,0xac3e018457b222d93114458476f3e3416abbe38f,,,sfrxeth,129,Staked Frax Ether,sfrxeth,"$2,864.58",,Synthetic Assets,Liquid Staking Tokens,['Ethereum Liquid Staking Asset'],100,Synthetic,Liquid Staking Tokens,
142,Compound Wrapped BTC,cWBTC,0xccf4429db6322d5c611ee964527d42e5d685dd6a,,,cwbtc,,,,,,Synthetic Assets,Collateral Assets,,,Synthetic,Collateral Assets,
143,Treehouse ETH,tETH,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,,,teth,,,,,,,,,0,,,
144,Convex Token,CVX,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,NEUTRAL,['DeFi'],cvx,226,Convex Finance,CVX,$3.12,$255M,Governance,Metagovernance,"['Curve Finance Ecosystem', 'DeFi']",74,Protocol,Others,
145,Wrapped AI16Z,WAI16Z,0x859b61216828ee568ea3a652d57158f525b2e583,,,wai16z,,,,,,,,,0,,,
146,LayerZero,ZRO,0x6985884c4392d348587b19cb9eaaf157f13271cd,,,zro,210,LayerZero,ZRO,$2.58,$290M,Cross-Chain Interoperability,Generalized Bridge,,100,Protocol,Generalized Bridge,
147,MX Token,MX,0x11eef04c884e24d9b7b4760e7476d06ddf797f36,,,mx,227,MX Token,MX,$2.67,$254M,Cryptocurrency,Cryptocurrency,"['Centralized Exchange', 'Governance Token']",100,Cryptocurrency,Cryptocurrency,
148,SafePalToken,SFP,0x12e2b8033420270db2f3b328e32370cb5b2ca134,,,sfp,217,SafePal,SFP,$0.55,$277M,Wallet,Wallets,['Hardware Wallet'],100,Protocol,Others,
149,Golem Network Token,GLM,0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429,NEUTRAL,['Computing'],glm,223,Golem,GLM,$0.26,$260M,Compute Networks,General Compute,"['A.I.', 'DePIN']",100,Protocol,Others,
150,ETHPlus,ETH+,0xe72b141df173b999ae7c1adcbf60cc9833ce56a8,,,eth+,252,Reserve Protocol ETH Plus,eth+,"$2,607.60",$213M,,,,86,,,
151,GHO Token,GHO,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,UNKNOWN,['Stablecoin'],gho,228,GHO,GHO,$1.00,$253M,Cryptocurrency,Stablecoins,"['DeFi', 'U.S. Dollar Stablecoin']",100,Cryptocurrency,Stablecoins,
152,Synthetix Network Token,SNX,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,NEUTRAL,"['Synthetix', 'Payments', 'DeFi']",snx,224,Synthetix,SNX,$0.75,$258M,Marketplaces,Derivatives,"['DAO', 'Decentralized Exchange']",100,Protocol,Marketplaces,
153,Synthetix Network Token,SNX,0xd0da9cbea9c3852c5d63a95f9abcc4f6ea0f9032,,,snx,224,Synthetix,SNX,$0.75,$258M,Marketplaces,Derivatives,"['DAO', 'Decentralized Exchange']",100,Protocol,Marketplaces,
154,Resolv USD,USR,0x66a1e37c9b0eaddca17d3662d6c05f4decf3e110,,,usr,,,,,,,,,0,,,
155,Zilliqa,ZIL,0x05f4a42e251f2d52b8ed15e9fedaacfcef1fad27,,,zil,231,Zilliqa,ZIL,$0.01,$242M,Networks,Smart Contract Platform,['Proof-of-Work'],100,Protocol,Networks,
156,Moca,MOCA,0xf944e35f95e819e752f3ccb5faf40957d311e8c5,,,moca,232,Mocaverse,MOCA,$0.09,$237M,Consumer Infrastructure,"Identity, Reputation, and Credentialing",['NFTs'],100,Protocol,Others,
157,Blur,BLUR,0x5283d291dbcf85356a21ba090e6db59121208b44,OK,"['Blur.io', 'Marketplace', 'NFT']",blur,233,Blur,BLUR,$0.10,$236M,Marketplaces,Exchange,"['DAO', 'Governance Token']",100,Protocol,Marketplaces,
158,WQtum,WQTUM,0x3103df8f05c4d8af16fd22ae63e406b97fec6938,,,wqtum,,,,,,,,,0,,,
159,Wrapped ROSE (Wormhole),wROSE,0x26b80fbfc01b71495f477d5237071242e0d959d7,,,wrose,,,,,,Synthetic Assets,Wrapped Assets,,,Synthetic,Wrapped Assets,
160,Chintai Exchange Token,CHEX,0x9ce84f6a69986a83d92c324df10bc8e64771030f,NEUTRAL,['Decentralized Web'],chex,270,CHEX Token,CHEX,$0.19,$188M,Investment Management,Asset Managers,,75,Protocol,Others,
161,Spiko EU T-Bills Money Market Fund,EUTBL,0xa0769f7a8fc65e47de93797b4e21c073c117fc80,,,eutbl,,,,,,,,,0,,,
162,ZRX,ZRX,0xe41d2489571d322189246dafa5ebde1f4699f498,NEUTRAL,"['0x Protocol', '0x Protocol Ecosystem', 'DEX']",zrx,248,0x,ZRX,$0.26,$218M,Marketplaces,Aggregator,"['Decentralized Exchange', 'DeFi']",0,Protocol,Marketplaces,
163,uniBTC,uniBTC,0x004e9c3ef86bc1ca1f0bb5c7662861ee93350568,,,unibtc,,,,,,,,,0,,,
164,Trace,TRAC,0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f,NEUTRAL,['Data'],trac,242,Origintrail,TRAC,$0.45,$224M,Data,Indexing,"['A.I.', 'Parachain']",44,Protocol,Others,
165,IoTeX Network,IOTX,0x6fb3e0a217407efff7ca062d46c26e5d60a14d69,,,iotx,268,IoTeX,IOTX,$0.02,$190M,Networks,Smart Contract Platform,"['DePIN', 'EVM']",100,Protocol,Networks,
166,SwissBorg,CHSB,0xba9d4199fab4f26efe3551d490e3821486f135ba,,,chsb,253,Swissborg,CHSB,$0.22,$213M,Marketplaces,Exchange,"['Governance Token', 'Stakeable']",89,Protocol,Marketplaces,
167,SwissBorg Token,BORG,0x64d0f55cd8c7133a9d7102b13987235f486f2224,,,borg,,,,,,,,,0,,,
168,CoW Protocol Token,COW,0xdef1ca1fb7fbcdc777520aa7f396b4e015f497ab,,,cow,297,CoW Protocol,COW,$0.39,$165M,Marketplaces,Aggregator,"['Automated Market Maker (AMM)', 'Decentralized Exchange']",100,Protocol,Marketplaces,
169,Wrapped Binance Beacon ETH,wBETH,0xa2e3356610840701bdf5611a53974510ae27e2e1,OK,"['Binance', 'Liquid staking']",wbeth,269,Wrapped Beacon ETH,WBETH,"$2,652.82",$189M,Synthetic Assets,Wrapped Assets,['Ethereum Liquid Staking Asset'],80,Synthetic,Wrapped Assets,
170,BAT,BAT,0x0d8775f648430679a709e98d2b0cb6250d2887ef,OK,"['Basic Attention Token', 'Advertising']",bat,250,Basic Attention Token,BAT,$0.14,$214M,Consumer Infrastructure,Communication and Messaging,['Advertising'],50,Protocol,Others,
171,EURC,EURC,0x1abaea1f7c830bd89acc67ec4af516284b1bc33c,,,eurc,234,EURC,EURC,$1.14,$236M,Cryptocurrency,Stablecoins,"['Centralized Issuer', 'Euro Stablecoin']",100,Cryptocurrency,Stablecoins,
172,Zeta,ZETA,0xf091867ec603a6628ed83d274e835539d82e9cc8,NEUTRAL,['Blockchain'],zeta,259,ZetaChain,ZETA,$0.25,$206M,Networks,Smart Contract Platform,,100,Protocol,Networks,
173,USDa,USDa,0x8a60e489004ca22d775c5f2c657598278d17d9c2,,,usda,,,,,,,,,0,,,
174,Animecoin,ANIME,0x4dc26fc5854e7648a064a4abd590bbe71724c277,,,anime,312,Animecoin,anime,$0.03,$149M,Entertainment,Art,"['Meme', 'NFTs']",100,Protocol,Others,
175,Wrapped Celo,wCELO,0xe452e6ea2ddeb012e20db73bf5d3863a3ac8d77a,,,wcelo,,,,,,Synthetic Assets,Wrapped Assets,,,Synthetic,Wrapped Assets,
176,Neiro,Neiro,0x812ba41e071c7b7fa4ebcfb62df5f45f6fa853ee,,,neiro,255,Neiro,neiro,$0.00,$211M,Cryptocurrency,Cryptocurrency,"['Dog-Themed', 'Meme']",100,Cryptocurrency,Cryptocurrency,TRUE
177,StargateToken,STG,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,NEUTRAL,['DeFi'],stg,275,Stargate Finance,STG,$0.19,$186M,Cross-Chain Interoperability,Generalized Bridge,"['DAO', 'DeFi']",76,Protocol,Generalized Bridge,
178,GoMining Token,GMT,0x7ddc52c4de30e94be3a6a0a2b259b2850f421989,NEUTRAL,['Mining'],gmt,291,GoMining Token,GMT,$0.42,$170M,Mining and Validation,Mining Operations and Support,,100,Protocol,Mining and Validation,TRUE
179,Harmony ONE,1ONE,0xd5cd84d6f044abe314ee7e414d37cae8773ef9d3,,,1one,,,,,,,,,0,,,
180,HarmonyOne,ONE,0x799a4202c12ca952cb311598a024c80ed371a41e,,,one,262,Harmony,ONE,$0.01,$201M,Networks,Smart Contract Platform,"['EVM', 'Proof-of-Stake']",100,Protocol,Networks,
181,deUSD,deUSD,0x15700b564ca08d9439c58ca5053166e8317aa138,,,deusd,280,Elixir deUSD,deusd,$1.00,$184M,Cryptocurrency,Stablecoins,['U.S. Dollar Stablecoin'],100,Cryptocurrency,Stablecoins,
182,yearn.finance,YFI,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,NEUTRAL,"['Yearn', 'ygov.finance', 'DeFi', 'Governance']",yfi,271,yearn.finance,YFI,"$5,531.24",$188M,Marketplaces,Aggregator,"['Curve Finance Ecosystem', 'DAO']",100,Protocol,Marketplaces,
183,HoloToken,HOT,0x6c6ee5e31d828de241282b9606c8e98ea48526e2,NEUTRAL,['Cloud'],hot,,,,,,,,,0,,,
184,Prime,PRIME,0xb23d80f5fefcddaa212212f028021b41ded428cf,NEUTRAL,['Gaming'],prime,266,Echelon Prime,PRIME,$3.22,$192M,Metaverse and Gaming,Gaming,,100,Protocol,Metaverse and Gaming,
185,CoinEx Token,CET,0x081f67afa0ccf8c7b17540767bbe95df2ba8d97f,,,cet,,,,,,,,,0,,,
186,Ankr Network,ANKR,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,NEUTRAL,"['Ankr', 'Cloud', 'Computing']",ankr,284,Ankr Network,ANKR,$0.02,$179M,Node Tooling,Hosting,"['DeFi', 'DePIN']",100,Protocol,Others,
187,ELF,ELF,0xbf2179859fc6d5bee9bf9158632dc51678a4100e,,,elf,290,aelf,ELF,$0.23,$171M,Networks,Smart Contract Platform,,0,Protocol,Networks,
188,Fluid,FLUID,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,,,fluid,287,Fluid,FLUID,$4.38,$173M,Marketplaces,Aggregator,"['DAO', 'DeFi']",100,Protocol,Marketplaces,
189,Euler,EUL,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,,,eul,293,Euler,EUL,$9.01,$168M,Marketplaces,Lending,"['Decentralized Lender', 'DeFi']",100,Protocol,Marketplaces,
190,Reward EUL,rEUL,0xf3e621395fc714b90da337aa9108771597b4e696,,,reul,,,,,,,,,0,,,
191,Threshold Network Token,T,0xcdf7028ceab81fa0c6971208e83fa7872994bee5,NEUTRAL,['DeFi'],t,288,Threshold Network,T,$0.02,$173M,Cross-Chain Interoperability,Generalized Bridge,,100,Protocol,Generalized Bridge,
192,NXM,NXM,0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b,,,nxm,,,,,,,,,0,,,
193,WOO,WOO,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,NEUTRAL,['Trading'],woo,298,WOO Network,WOO,$0.08,$163M,Marketplaces,Exchange,['Centralized Exchange'],100,Protocol,Marketplaces,
194,XY Oracle,XYO,0x55296f69f40ea6d20e478533c15a6b08b654e758,NEUTRAL,['Data'],xyo,296,XYO,XYO,$0.01,$167M,Data,Oracles,"['DePIN', 'NFTs']",80,Protocol,Others,
195,Osmosis,OSMO,0x93a62ccfcf1efcb5f60317981f71ed6fb39f4ba2,,,osmo,294,Osmosis,OSMO,$0.23,$168M,Marketplaces,Exchange,"['Application Specific Chain', 'Cosmos SDK']",100,Protocol,Marketplaces,
196,GreenMetaverseToken,GMT,0xe3c408bd53c31c085a1746af401a4042954ff740,,,gmt,299,STEPN,GMT,$0.06,$162M,Entertainment,Sports,"['Move-to-Earn', 'NFTs']",20,Protocol,Others,TRUE
197,Curve.Fi USD Stablecoin,crvUSD,0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,NEUTRAL,['curve.finance'],crvusd,292,crvUSD,crvusd,$1.00,$168M,Cryptocurrency,Stablecoins,['U.S. Dollar Stablecoin'],50,Cryptocurrency,Stablecoins,
198,Tellor Tributes,TRB,0x88df592f8eb5d7bd38bfef7deb0fbc02cf3778a0,OK,,trb,427,Tellor,TRB,$35.48,$94.02M,Data,Oracles,['DeFi'],100,Protocol,Others,
199,STASIS EURS Token,EURS,0xdb25f211ab05b1c97d595516f45794528a807ad8,,,eurs,321,Stasis Euro,EURS,$1.13,$140M,Cryptocurrency,Stablecoins,"['Centralized Issuer', 'Euro Stablecoin']",36,Cryptocurrency,Stablecoins,
200,EnjinCoin,ENJ,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,NEUTRAL,['Gaming'],enj,307,Enjin Coin,ENJ,$0.08,$155M,Entertainment,Collectibles and Digital Goods,['NFTs'],89,Protocol,Others,
201,CoinDash Token,CDT,0x177d39ac676ed1c67a2b268ad7f1e58826e5b0af,,,cdt,,,,,,,,,0,,,
202,Rocket Pool,RPL,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,OK,"['Staking', 'Protocol']",rpl,409,Rocket Pool,RPL,$4.65,$101M,Mining and Validation,Liquid Staking,"['DAO', 'Governance Token']",100,Protocol,Liquid Staking,
203,VERA,VRA,0xf411903cbc70a74d22900a5de66a2dda66507255,NEUTRAL,,vra,332,Verasity,VRA,$0.00,$134M,Networks,Layer-0,['Advertising'],40,Protocol,Networks,
204,STPT,STPT,0xde7d85157d9714eadf595045cc12ca4a5f3e2adb,,,stpt,328,STP Network,STPT,$0.07,$137M,Consultancy and Advisory,Protocol and Governance Services,,86,Protocol,Others,
205,SushiToken,SUSHI,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,NEUTRAL,"['SushiSwap', 'DeFi', 'Yield Farming']",sushi,325,SushiSwap,SUSHI,$0.71,$138M,Marketplaces,Exchange,"['Automated Market Maker (AMM)', 'Decentralized Exchange']",71,Protocol,Marketplaces,
206,Gravity,G,0x9c7beba8f6ef6643abd725e45a4e8387ef260649,,,g,322,Gravity,G,$0.01,$140M,Networks,Smart Contract Platform,,100,Protocol,Networks,
207,Bitkub Token,KUB,0x0649cef6d11ed6f88535462e147304d3fe5ae14d,,,kub,313,Bitkub Coin,KUB,$1.67,$149M,Networks,Smart Contract Platform,"['CeFi', 'Centralized Exchange']",80,Protocol,Networks,
208,Rollbit Coin,RLB,0x046eee2cc3188071c02bfc1745a6b17c656e3f3d,NEUTRAL,['Gambling'],rlb,335,Rollbit Coin,RLB,$0.06,$133M,Marketplaces,Prediction,['Gambling'],100,Protocol,Marketplaces,
209,Compound Ether,cETH,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,,ceth,173,cETH,CETH,$52.19,,Synthetic Assets,Collateral Assets,['Liquid Staking'],25,Synthetic,Collateral Assets,
210,SKALE,SKL,0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,NEUTRAL,"['SKALE', 'Blockchain', 'Layer 2', 'Smart Contract', 'Staking']",skl,333,SKALE Network,SKL,$0.02,$133M,Networks,Scaling Solutions,['Ethereum Layer-2'],100,Protocol,Networks,
211,COTI Token,COTI,0xddb3422497e61e13543bea06989c0789117555c5,NEUTRAL,['Payments'],coti,316,Coti,COTI,$0.07,$145M,Networks,Smart Contract Platform,"['DeFi', 'SEC Alleged Securities']",40,Protocol,Networks,
212,SwftCoin,SWFTC,0x0bb217e40f8a5cb79adf04e1aab60e5abd0dfc1e,NEUTRAL,['Payments'],swftc,320,SWFTCOIN,swftc,$0.01,$141M,Cross-Chain Interoperability,Generalized Bridge,"['DeFi', 'NFTs']",31,Protocol,Generalized Bridge,
213,LCX,LCX,0x037a54aab062628c9bbae1fdb1583c195585fe41,NEUTRAL,"['LCX AG', 'Trading']",lcx,342,LCX,LCX,$0.13,$126M,Marketplaces,Exchange,"['CeFi', 'Centralized Exchange']",100,Protocol,Marketplaces,
214,Poly Ontology Token,pONT,0xcb46c550539ac3db72dc7af7c89b11c306c727c2,,,pont,,,,,,,,,0,,,
215,Cookie,COOKIE,0xc0041ef357b183448b235a8ea73ce4e4ec8c265f,,,cookie,308,Cookie DAO,COOKIE,$0.30,$153M,Developer Tooling,Developer Tooling,['AI Agents'],100,Protocol,Others,
216,Arkham,ARKM,0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,NEUTRAL,,arkm,218,Arkham,ARKM,$0.65,$277M,Data,Analytics,['Portfolio Analytics'],100,Protocol,Others,
217,WorldMobileToken,WMTX,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,,,wmtx,357,World Mobile Token,WMTX,$0.17,$119M,Physical Infrastructure Networks,Wireless and Sensor Networks,['DePIN'],88,Protocol,Others,
218,Big Time,BIGTIME,0x64bc2ca1be492be7185faa2c8835d9b824c8a194,OK,"['Big Time Studios', 'Gaming']",bigtime,330,Big Time,BIGTIME,$0.07,$136M,Metaverse and Gaming,Gaming,"['Gaming Studio', 'Play-to-Earn']",100,Protocol,Metaverse and Gaming,
219,Illuvium,ILV,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,NEUTRAL,"['Illuvium', 'DeFi', 'Gaming', 'NFT']",ilv,343,Illuvium,ILV,$13.28,$126M,Metaverse and Gaming,Gaming,"['DAO', 'Gaming Studio']",100,Protocol,Metaverse and Gaming,
220,Origin Ether,OETH,0x856c4efb76c1d1ae02e20ceb03a2a6a08b0b8dc3,,,oeth,392,Origin Ether,OETH,"$2,485.47",$105M,Synthetic Assets,Liquid Staking Tokens,,100,Synthetic,Liquid Staking Tokens,
221,VVS,VVS,0x839e71613f9aa06e5701cf6de63e303616b0dde3,,,vvs,374,VVS Finance,VVS,$0.0₅234,$112M,Financial Services,Yield Services,"['Automated Market Maker (AMM)', 'Decentralized Exchange']",100,Protocol,Financial Services,
222,BIO,BIO,0xcb1592591996765ec0efc1f92599a19767ee5ffa,,,bio,353,Bio Protocol,BIO,$0.08,$121M,Consumer Infrastructure,"Identity, Reputation, and Credentialing",['Healthcare'],50,Protocol,Others,
223,Swipe,SXP,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,,,sxp,345,Solar,SXP,$0.19,$124M,Financial Services,Payments,['DeFi'],33,Protocol,Financial Services,
224,Metis Token,Metis,0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,NEUTRAL,"['Technology', 'Decentralized Web']",metis,350,Metis,METIS,$19.07,$122M,Networks,Scaling Solutions,"['DAO', 'Ethereum Layer-2']",100,Protocol,Networks,
225,StatusNetwork,SNT,0x744d70fdbe2ba4cf95131626614a1763df805b9e,,,snt,375,Status,SNT,$0.03,$112M,Consumer Infrastructure,Communication and Messaging,,100,Protocol,Others,
226,Pocket Network,POKT,0x764a726d9ced0433a8d7643335919deb03a9a935,,,pokt,812,Pocket Network,POKT,$0.01,$27.76M,Node Tooling,Hosting,['DePIN'],100,Protocol,Others,
227,LoopringCoin V2,LRC,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,NEUTRAL,"['Loopring', 'Protocol']",lrc,324,Loopring,LRC,$0.10,$139M,Networks,Scaling Solutions,"['Automated Market Maker (AMM)', 'Decentralized Exchange']",100,Protocol,Networks,
228,ViciCoin,VCNT,0x3be775b699fee916e7de117994358ff8f48e4569,,,vcnt,371,ViciCoin,vcnt,$20.08,$114M,Developer Tooling,Developer Tooling,,100,Protocol,Others,
229,Lift Dollar,USDL,0xbdc7c08592ee4aa51d06c27ee23d5087d65adbcd,,,usdl,326,Lift Dollar,USDL,$1.00,$138M,Cryptocurrency,Stablecoins,['U.S. Dollar Stablecoin'],100,Cryptocurrency,Stablecoins,
230,Fire Bitcoin,FBTC,0xc96de26018a54d51c097160568752c4e3bd6c364,,,fbtc,,,,,,,,,0,,,
231,ConstitutionDAO,PEOPLE,0x7a58c0be72be218b41c608b7fe7c5bb630736c71,NEUTRAL,['DAO'],people,347,ConstitutionDAO,PEOPLE,$0.02,$123M,Entertainment,Collectibles and Digital Goods,,100,Protocol,Others,
232,SingularityNET Token,AGIX,0x5b7533812759b45c2b44c19e320ba2cd2681b542,NEUTRAL,['Artificial Intelligence'],agix,373,SingularityNET,AGIX,$0.36,$113M,Compute Networks,Machine Learning,"['A.I.', 'DePIN']",100,Protocol,Others,
233,Rekt,REKT,0xdd3b11ef34cd511a2da159034a05fcb94d806686,,,rekt,368,Rekt,REKT,$0.0₆272,$115M,Entertainment,Collectibles and Digital Goods,['NFTs'],100,Protocol,Others,
